33.138404,-117.133426,1,0,20-04-10
33.128989,-117.139082,1,0,20-04-10
33.107626,-117.171682,1,0,20-04-10
33.13939,-117.143225,1,1,20-04-10
33.138861,-117.18027,1,0,20-04-10
33.120714,-117.166082,1,1,20-04-10
33.142516,-117.188855,1,1,20-04-10
33.096589,-117.196622,1,0,20-04-10
33.133511,-117.1875,1,0,20-04-10
33.121095,-117.166206,1,0,20-04-10
33.142093,-117.125183,1,0,20-04-10
33.168423,-117.152649,1,0,20-04-10
33.119578,-117.178454,1,0,20-04-10
33.136634,-117.172582,1,0,20-04-10
33.141864,-117.15817,1,1,20-04-10
33.159253,-117.203276,1,1,20-04-10
33.150955,-117.144033,1,1,20-04-10
33.131353,-117.200883,1,0,20-04-10
33.1198,-117.186207,1,2,20-04-10
33.151904,-117.134465,1,0,20-04-10
33.122085,-117.17085,1,0,20-04-10
33.13034,-117.179673,1,0,20-04-10
33.127474,-117.14539,1,0,20-04-10
33.148586,-117.189339,1,0,20-04-10
33.12976,-117.179391,1,2,20-04-10
33.120035,-117.179014,1,0,20-04-10
33.123634,-117.17569,1,1,20-04-10
33.163731,-117.155332,1,0,20-04-10
33.163559,-117.155121,1,0,20-04-10
33.139803,-117.180995,1,0,20-04-10
33.159924,-117.155067,1,1,20-04-10
33.113162,-117.163787,1,0,20-04-10
33.144183,-117.153049,1,0,20-04-10
33.127379,-117.165225,1,0,20-04-10
33.139122,-117.144138,1,1,20-04-10
33.17172,-117.160604,1,0,20-04-10
33.152835,-117.195759,1,0,20-04-10
33.107209,-117.167043,1,0,20-04-10
33.153763,-117.149307,1,0,20-04-10
33.150817,-117.161753,1,0,20-04-10
33.094707,-117.207831,1,0,20-04-10
33.12711,-117.192657,1,0,20-04-10
33.120121,-117.179039,1,2,20-04-10
33.115499,-117.226464,1,1,20-04-10
33.095602,-117.209186,1,0,20-04-10
33.136991,-117.147753,1,0,20-04-10
33.107218,-117.172919,1,0,20-04-10
33.155948,-117.161091,1,0,20-04-10
33.126095,-117.183052,1,0,20-04-10
33.149746,-117.201027,1,1,20-04-10
33.135525,-117.131264,1,0,20-04-10
33.120894,-117.165701,1,0,20-04-10
33.1366,-117.118621,1,1,20-04-10
33.186857,-117.156481,1,0,20-04-10
33.0977,-117.211401,1,1,20-04-10
33.09185,-117.193062,1,2,20-04-10
33.15328,-117.171595,1,0,20-04-10
33.146736,-117.183228,1,0,20-04-10
33.128571,-117.178207,2,4,20-04-10
33.17252,-117.155617,1,0,20-04-10
33.128571,-117.178207,2,3,20-04-10
33.128601,-117.219177,1,0,20-04-10
33.119554,-117.14664,1,2,20-04-10
33.13813,-117.190433,1,1,20-04-10
33.131272,-117.228203,1,0,20-04-10
33.150786,-117.144281,1,0,20-04-10
33.137404,-117.159992,1,1,20-04-10
33.128361,-117.222481,1,0,20-04-10
33.156841,-117.158524,1,0,20-04-10
33.14601,-117.133764,1,0,20-04-10
33.153104,-117.170838,1,0,20-04-10
33.12247,-117.172558,1,2,20-04-10
33.138405,-117.160004,1,0,20-04-10
33.109032,-117.225254,1,1,20-04-10
33.139331,-117.142849,1,0,20-04-10
33.131534,-117.228278,1,0,20-04-10
33.107209,-117.167043,2,3,20-04-10
33.17202,-117.155586,1,0,20-04-10
33.139305,-117.17809,1,0,20-04-10
33.138252,-117.116678,1,0,20-04-10
33.135525,-117.131264,1,0,20-04-10
33.140712,-117.161672,1,0,20-04-10
33.137011,-117.147768,1,0,20-04-10
33.116264,-117.163362,1,0,20-04-10
33.127271,-117.165242,1,0,20-04-10
33.16959,-117.152962,1,0,20-04-10
33.122813,-117.165905,1,0,20-04-10
33.136017,-117.136274,1,0,20-04-10
33.127245,-117.174026,1,0,20-04-10
33.158424,-117.148102,1,0,20-04-10
33.160555,-117.151513,1,2,20-04-10
33.151073,-117.139877,1,0,20-04-10
33.144136,-117.201397,1,0,20-04-10
33.12159,-117.16629,1,1,20-04-10
33.118629,-117.165043,1,0,20-04-10
33.138994,-117.140812,1,0,20-04-10
33.138859,-117.145592,1,0,20-04-10
33.13139,-117.228263,1,0,20-04-10
33.142555,-117.190399,1,0,20-04-10
33.116634,-117.145203,1,2,20-04-11
33.14304,-117.166321,1,0,20-04-11
33.129037,-117.179037,1,0,20-04-11
33.132691,-117.126158,1,0,20-04-11
33.102434,-117.22292,1,2,20-04-11
33.099106,-117.213182,1,0,20-04-11
33.138683,-117.217003,1,0,20-04-11
33.120747,-117.221336,1,0,20-04-11
33.151904,-117.134465,1,0,20-04-11
33.128536,-117.184753,1,0,20-04-11
33.122086,-117.165751,1,0,20-04-11
33.111947,-117.225729,1,0,20-04-11
33.094203,-117.20544,1,0,20-04-11
33.123661,-117.19043,1,0,20-04-11
33.147462,-117.186377,1,0,20-04-11
33.147152,-117.181168,1,0,20-04-11
33.146621,-117.133497,1,0,20-04-11
33.142462,-117.155796,1,1,20-04-11
33.144014,-117.197918,1,0,20-04-11
33.151218,-117.166303,1,1,20-04-11
33.147514,-117.197858,1,0,20-04-11
33.157616,-117.146606,1,0,20-04-11
33.134572,-117.127296,1,0,20-04-11
33.147163,-117.122757,1,1,20-04-11
33.132537,-117.151998,1,0,20-04-11
33.154503,-117.140762,1,0,20-04-11
33.143475,-117.180527,1,0,20-04-11
33.14408,-117.201237,1,0,20-04-11
33.134271,-117.156638,1,1,20-04-11
33.153356,-117.189324,1,0,20-04-11
33.094274,-117.204552,1,0,20-04-11
33.100099,-117.221127,2,3,20-04-11
33.133388,-117.156075,1,0,20-04-11
33.107449,-117.165963,1,0,20-04-11
33.107544,-117.171382,1,1,20-04-11
33.136797,-117.173504,1,0,20-04-11
33.164748,-117.188889,1,0,20-04-11
33.183665,-117.155465,1,2,20-04-11
33.099952,-117.215782,1,0,20-04-11
33.144315,-117.191342,1,0,20-04-11
33.09851,-117.200986,1,0,20-04-11
33.131513,-117.223697,1,0,20-04-11
